,Filename,FloorName,pos_x,pos_y,pos_z,ang_x,ang_y,ang_z,free_perc,occ_perc
2409,FP205_2409,FloorPlan205,-2.5,0.9011254906654358,2.0,0,45,0,71.1395263671875,16.24908447265625
2410,FP205_2410,FloorPlan205,-2.5,0.9011254906654358,2.0,0,90,0,72.12677001953125,17.059326171875
2411,FP205_2411,FloorPlan205,-2.5,0.9011254906654358,2.0,0,135,0,72.2869873046875,13.03863525390625
2412,FP205_2412,FloorPlan205,-2.5,0.9011254906654358,2.0,0,180,0,72.38616943359375,12.6434326171875
2413,FP205_2413,FloorPlan205,-2.5,0.9011254906654358,2.0,0,225,0,73.382568359375,14.80712890625
2414,FP205_2414,FloorPlan205,-2.5,0.9011254906654358,2.0,0,270,0,70.71380615234375,17.49114990234375
2415,FP205_2415,FloorPlan205,-2.5,0.9011254906654358,2.0,0,315,0,75.8819580078125,13.04168701171875
2416,FP205_2416,FloorPlan205,-3.0,0.9011254906654358,2.5,0,0,0,83.3648681640625,5.13458251953125
2417,FP205_2417,FloorPlan205,-3.0,0.9011254906654358,2.5,0,45,0,77.35137939453125,8.94012451171875
2418,FP205_2418,FloorPlan205,-3.0,0.9011254906654358,2.5,0,90,0,69.81964111328125,18.15948486328125
2419,FP205_2419,FloorPlan205,-3.0,0.9011254906654358,2.5,0,135,0,62.1246337890625,18.6431884765625
2420,FP205_2420,FloorPlan205,-3.0,0.9011254906654358,2.5,0,180,0,68.3197021484375,16.90826416015625
2421,FP205_2421,FloorPlan205,-3.0,0.9011254906654358,2.5,0,225,0,71.90093994140625,14.84527587890625
2422,FP205_2422,FloorPlan205,-3.0,0.9011254906654358,2.5,0,270,0,78.21044921875,12.80364990234375
2423,FP205_2423,FloorPlan205,-3.0,0.9011254906654358,2.5,0,315,0,84.05914306640625,10.0494384765625
2424,FP205_2424,FloorPlan205,-3.5,0.9011254906654358,2.0,0,0,0,78.03802490234375,10.51025390625
2425,FP205_2425,FloorPlan205,-3.5,0.9011254906654358,2.0,0,45,0,70.0225830078125,16.00799560546875
2426,FP205_2426,FloorPlan205,-3.5,0.9011254906654358,2.0,0,90,0,64.6240234375,20.9320068359375
2427,FP205_2427,FloorPlan205,-3.5,0.9011254906654358,2.0,0,135,0,67.4774169921875,16.84112548828125
2428,FP205_2428,FloorPlan205,-3.5,0.9011254906654358,2.0,0,180,0,77.142333984375,13.14239501953125
2429,FP205_2429,FloorPlan205,-3.5,0.9011254906654358,2.0,0,225,0,83.00933837890625,9.97161865234375
2430,FP205_2430,FloorPlan205,-3.5,0.9011254906654358,2.0,0,270,0,82.62176513671875,7.67822265625
2431,FP205_2431,FloorPlan205,-3.5,0.9011254906654358,2.0,0,315,0,84.24835205078125,10.11199951171875
2432,FP205_2432,FloorPlan205,-3.0,0.9011254906654358,1.5,0,0,0,66.4520263671875,16.8792724609375
2433,FP205_2433,FloorPlan205,-3.0,0.9011254906654358,1.5,0,45,0,64.94903564453125,17.74444580078125
2434,FP205_2434,FloorPlan205,-3.0,0.9011254906654358,1.5,0,90,0,68.280029296875,17.54302978515625
2435,FP205_2435,FloorPlan205,-3.0,0.9011254906654358,1.5,0,135,0,77.9876708984375,11.1175537109375
2436,FP205_2436,FloorPlan205,-3.0,0.9011254906654358,1.5,0,180,0,83.27178955078125,7.60498046875
2437,FP205_2437,FloorPlan205,-3.0,0.9011254906654358,1.5,0,225,0,83.03070068359375,9.9395751953125
2438,FP205_2438,FloorPlan205,-3.0,0.9011254906654358,1.5,0,270,0,76.26190185546875,12.99896240234375
2439,FP205_2439,FloorPlan205,-3.0,0.9011254906654358,1.5,0,315,0,73.97308349609375,15.8966064453125
2440,FP205_2440,FloorPlan205,-2.5,0.9011254906654358,2.5,0,0,0,79.41741943359375,2.9388427734375
2441,FP205_2441,FloorPlan205,-2.5,0.9011254906654358,2.5,0,45,0,78.35235595703125,11.0992431640625
2442,FP205_2442,FloorPlan205,-2.5,0.9011254906654358,2.5,0,90,0,72.2259521484375,18.29681396484375
2443,FP205_2443,FloorPlan205,-2.5,0.9011254906654358,2.5,0,135,0,66.17584228515625,16.32537841796875
2444,FP205_2444,FloorPlan205,-2.5,0.9011254906654358,2.5,0,180,0,66.26434326171875,16.08734130859375
2445,FP205_2445,FloorPlan205,-2.5,0.9011254906654358,2.5,0,225,0,66.54205322265625,17.14935302734375
2446,FP205_2446,FloorPlan205,-2.5,0.9011254906654358,2.5,0,270,0,73.37799072265625,15.8172607421875
2447,FP205_2447,FloorPlan205,-2.5,0.9011254906654358,2.5,0,315,0,83.453369140625,8.612060546875
2448,FP205_2448,FloorPlan205,-3.5,0.9011254906654358,2.5,0,0,0,86.3189697265625,4.71343994140625
2449,FP205_2449,FloorPlan205,-3.5,0.9011254906654358,2.5,0,45,0,79.44488525390625,9.3170166015625
2450,FP205_2450,FloorPlan205,-3.5,0.9011254906654358,2.5,0,90,0,67.3583984375,18.4814453125
2451,FP205_2451,FloorPlan205,-3.5,0.9011254906654358,2.5,0,135,0,60.90850830078125,20.78857421875
2452,FP205_2452,FloorPlan205,-3.5,0.9011254906654358,2.5,0,180,0,71.13189697265625,16.43829345703125
2453,FP205_2453,FloorPlan205,-3.5,0.9011254906654358,2.5,0,225,0,78.4393310546875,11.78131103515625
2454,FP205_2454,FloorPlan205,-3.5,0.9011254906654358,2.5,0,270,0,83.7921142578125,7.63397216796875
2455,FP205_2455,FloorPlan205,-3.5,0.9011254906654358,2.5,0,315,0,89.2730712890625,6.99462890625
2456,FP205_2456,FloorPlan205,-4.0,0.9011254906654358,2.0,0,0,0,81.3812255859375,10.65826416015625
2457,FP205_2457,FloorPlan205,-4.0,0.9011254906654358,2.0,0,45,0,68.5760498046875,16.63970947265625
2458,FP205_2458,FloorPlan205,-4.0,0.9011254906654358,2.0,0,90,0,61.51580810546875,21.8475341796875
2459,FP205_2459,FloorPlan205,-4.0,0.9011254906654358,2.0,0,135,0,66.265869140625,18.00689697265625
2460,FP205_2460,FloorPlan205,-4.0,0.9011254906654358,2.0,0,180,0,79.74395751953125,11.88201904296875
2461,FP205_2461,FloorPlan205,-4.0,0.9011254906654358,2.0,0,225,0,88.458251953125,6.59942626953125
2462,FP205_2462,FloorPlan205,-4.0,0.9011254906654358,2.0,0,270,0,90.30609130859375,2.74658203125
2463,FP205_2463,FloorPlan205,-4.0,0.9011254906654358,2.0,0,315,0,89.21051025390625,6.8634033203125
2464,FP205_2464,FloorPlan205,-3.5,0.9011254906654358,1.5,0,0,0,71.94366455078125,14.97039794921875
2465,FP205_2465,FloorPlan205,-3.5,0.9011254906654358,1.5,0,45,0,61.5966796875,19.5281982421875
2466,FP205_2466,FloorPlan205,-3.5,0.9011254906654358,1.5,0,90,0,65.167236328125,20.97320556640625
2467,FP205_2467,FloorPlan205,-3.5,0.9011254906654358,1.5,0,135,0,75.6988525390625,13.24310302734375
2468,FP205_2468,FloorPlan205,-3.5,0.9011254906654358,1.5,0,180,0,83.72344970703125,7.59124755859375
2469,FP205_2469,FloorPlan205,-3.5,0.9011254906654358,1.5,0,225,0,88.06304931640625,7.5592041015625
2470,FP205_2470,FloorPlan205,-3.5,0.9011254906654358,1.5,0,270,0,83.12225341796875,7.67364501953125
2471,FP205_2471,FloorPlan205,-3.5,0.9011254906654358,1.5,0,315,0,79.7607421875,12.32757568359375
2472,FP205_2472,FloorPlan205,-3.0,0.9011254906654358,1.0,0,0,0,62.9913330078125,21.234130859375
2473,FP205_2473,FloorPlan205,-3.0,0.9011254906654358,1.0,0,45,0,60.382080078125,18.3807373046875
2474,FP205_2474,FloorPlan205,-3.0,0.9011254906654358,1.0,0,90,0,71.77886962890625,15.03143310546875
2475,FP205_2475,FloorPlan205,-3.0,0.9011254906654358,1.0,0,135,0,85.78643798828125,8.56475830078125
2476,FP205_2476,FloorPlan205,-3.0,0.9011254906654358,1.0,0,180,0,89.93072509765625,2.72369384765625
2477,FP205_2477,FloorPlan205,-3.0,0.9011254906654358,1.0,0,225,0,88.50555419921875,6.54754638671875
2478,FP205_2478,FloorPlan205,-3.0,0.9011254906654358,1.0,0,270,0,79.54559326171875,11.71875
2479,FP205_2479,FloorPlan205,-3.0,0.9011254906654358,1.0,0,315,0,69.146728515625,17.5323486328125
2480,FP205_2480,FloorPlan205,-2.0,0.9011254906654358,2.5,0,0,0,72.442626953125,12.23297119140625
2481,FP205_2481,FloorPlan205,-2.0,0.9011254906654358,2.5,0,45,0,73.7945556640625,18.63861083984375
2482,FP205_2482,FloorPlan205,-2.0,0.9011254906654358,2.5,0,90,0,73.23760986328125,14.1632080078125
2483,FP205_2483,FloorPlan205,-2.0,0.9011254906654358,2.5,0,135,0,72.369384765625,13.48724365234375
2484,FP205_2484,FloorPlan205,-2.0,0.9011254906654358,2.5,0,180,0,67.95501708984375,15.09552001953125
2485,FP205_2485,FloorPlan205,-2.0,0.9011254906654358,2.5,0,225,0,65.1123046875,18.61724853515625
2486,FP205_2486,FloorPlan205,-2.0,0.9011254906654358,2.5,0,270,0,69.98138427734375,17.72613525390625
2487,FP205_2487,FloorPlan205,-2.0,0.9011254906654358,2.5,0,315,0,75.543212890625,8.203125
2488,FP205_2488,FloorPlan205,-3.5,0.9011254906654358,3.0,0,0,0,92.6483154296875,0.09918212890625
2489,FP205_2489,FloorPlan205,-3.5,0.9011254906654358,3.0,0,45,0,84.99298095703125,2.984619140625
2490,FP205_2490,FloorPlan205,-3.5,0.9011254906654358,3.0,0,90,0,73.32000732421875,14.32952880859375
2491,FP205_2491,FloorPlan205,-3.5,0.9011254906654358,3.0,0,135,0,61.61956787109375,22.9705810546875
2492,FP205_2492,FloorPlan205,-3.5,0.9011254906654358,3.0,0,180,0,65.44647216796875,19.2230224609375
2493,FP205_2493,FloorPlan205,-3.5,0.9011254906654358,3.0,0,225,0,75.79498291015625,13.05389404296875
2494,FP205_2494,FloorPlan205,-3.5,0.9011254906654358,3.0,0,270,0,85.931396484375,6.84051513671875
2495,FP205_2495,FloorPlan205,-3.5,0.9011254906654358,3.0,0,315,0,87.12615966796875,2.78167724609375
2496,FP205_2496,FloorPlan205,-4.0,0.9011254906654358,2.5,0,0,0,89.0289306640625,6.37664794921875
2497,FP205_2497,FloorPlan205,-4.0,0.9011254906654358,2.5,0,45,0,76.4862060546875,10.97412109375
2498,FP205_2498,FloorPlan205,-4.0,0.9011254906654358,2.5,0,90,0,64.117431640625,19.76165771484375
2499,FP205_2499,FloorPlan205,-4.0,0.9011254906654358,2.5,0,135,0,60.4248046875,21.3897705078125
2500,FP205_2500,FloorPlan205,-4.0,0.9011254906654358,2.5,0,180,0,74.45068359375,14.94293212890625
2501,FP205_2501,FloorPlan205,-4.0,0.9011254906654358,2.5,0,225,0,84.59625244140625,7.9864501953125
2502,FP205_2502,FloorPlan205,-4.0,0.9011254906654358,2.5,0,270,0,90.5303955078125,2.74658203125
2503,FP205_2503,FloorPlan205,-4.0,0.9011254906654358,2.5,0,315,0,93.47991943359375,5.00640869140625
2504,FP205_2504,FloorPlan205,-4.5,0.9011254906654358,2.0,0,0,0,82.14569091796875,10.1043701171875
2505,FP205_2505,FloorPlan205,-4.5,0.9011254906654358,2.0,0,45,0,67.93060302734375,17.76885986328125
2506,FP205_2506,FloorPlan205,-4.5,0.9011254906654358,2.0,0,90,0,57.5927734375,23.5137939453125
2507,FP205_2507,FloorPlan205,-4.5,0.9011254906654358,2.0,0,135,0,66.802978515625,18.6676025390625
2508,FP205_2508,FloorPlan205,-4.5,0.9011254906654358,2.0,0,180,0,82.7056884765625,9.62677001953125
2509,FP205_2509,FloorPlan205,-4.5,0.9011254906654358,2.0,0,225,0,92.76885986328125,2.94647216796875
2510,FP205_2510,FloorPlan205,-4.5,0.9011254906654358,2.0,0,270,0,98.028564453125,0.140380859375
2511,FP205_2511,FloorPlan205,-4.5,0.9011254906654358,2.0,0,315,0,92.27142333984375,3.40423583984375
2512,FP205_2512,FloorPlan205,-4.0,0.9011254906654358,1.5,0,0,0,75.73089599609375,13.83514404296875
2513,FP205_2513,FloorPlan205,-4.0,0.9011254906654358,1.5,0,45,0,61.27471923828125,20.2789306640625
2514,FP205_2514,FloorPlan205,-4.0,0.9011254906654358,1.5,0,90,0,61.20147705078125,22.36328125
2515,FP205_2515,FloorPlan205,-4.0,0.9011254906654358,1.5,0,135,0,74.21722412109375,14.10369873046875
2516,FP205_2516,FloorPlan205,-4.0,0.9011254906654358,1.5,0,180,0,85.65216064453125,7.16094970703125
2517,FP205_2517,FloorPlan205,-4.0,0.9011254906654358,1.5,0,225,0,92.58880615234375,4.76837158203125
2518,FP205_2518,FloorPlan205,-4.0,0.9011254906654358,1.5,0,270,0,90.89508056640625,2.74658203125
2519,FP205_2519,FloorPlan205,-4.0,0.9011254906654358,1.5,0,315,0,84.8358154296875,8.39691162109375
2520,FP205_2520,FloorPlan205,-3.5,0.9011254906654358,1.0,0,0,0,66.02935791015625,19.30389404296875
2521,FP205_2521,FloorPlan205,-3.5,0.9011254906654358,1.0,0,45,0,56.0577392578125,21.66290283203125
2522,FP205_2522,FloorPlan205,-3.5,0.9011254906654358,1.0,0,90,0,67.724609375,18.6859130859375
2523,FP205_2523,FloorPlan205,-3.5,0.9011254906654358,1.0,0,135,0,82.64007568359375,9.5306396484375
2524,FP205_2524,FloorPlan205,-3.5,0.9011254906654358,1.0,0,180,0,90.7318115234375,2.703857421875
2525,FP205_2525,FloorPlan205,-3.5,0.9011254906654358,1.0,0,225,0,92.5750732421875,4.7515869140625
2526,FP205_2526,FloorPlan205,-3.5,0.9011254906654358,1.0,0,270,0,85.45684814453125,7.21893310546875
2527,FP205_2527,FloorPlan205,-3.5,0.9011254906654358,1.0,0,315,0,75.77667236328125,13.80615234375
2528,FP205_2528,FloorPlan205,-3.0,0.9011254906654358,0.5,0,0,0,58.197021484375,23.3978271484375
2529,FP205_2529,FloorPlan205,-3.0,0.9011254906654358,0.5,0,45,0,59.3963623046875,20.45440673828125
2530,FP205_2530,FloorPlan205,-3.0,0.9011254906654358,0.5,0,90,0,75.35400390625,13.57421875
2531,FP205_2531,FloorPlan205,-3.0,0.9011254906654358,0.5,0,135,0,89.447021484375,4.3731689453125
2532,FP205_2532,FloorPlan205,-3.0,0.9011254906654358,0.5,0,180,0,98.1048583984375,0.140380859375
2533,FP205_2533,FloorPlan205,-3.0,0.9011254906654358,0.5,0,225,0,92.8009033203125,2.88848876953125
2534,FP205_2534,FloorPlan205,-3.0,0.9011254906654358,0.5,0,270,0,82.78656005859375,9.4329833984375
2535,FP205_2535,FloorPlan205,-3.0,0.9011254906654358,0.5,0,315,0,67.2332763671875,18.634033203125
2536,FP205_2536,FloorPlan205,-1.5,0.9011254906654358,2.5,0,0,0,70.404052734375,16.6229248046875
2537,FP205_2537,FloorPlan205,-1.5,0.9011254906654358,2.5,0,45,0,75.07171630859375,15.76385498046875
2538,FP205_2538,FloorPlan205,-1.5,0.9011254906654358,2.5,0,90,0,79.4403076171875,8.09783935546875
2539,FP205_2539,FloorPlan205,-1.5,0.9011254906654358,2.5,0,135,0,81.86492919921875,11.30218505859375
2540,FP205_2540,FloorPlan205,-1.5,0.9011254906654358,2.5,0,180,0,71.14105224609375,13.8214111328125
2541,FP205_2541,FloorPlan205,-1.5,0.9011254906654358,2.5,0,225,0,64.35394287109375,18.56231689453125
2542,FP205_2542,FloorPlan205,-1.5,0.9011254906654358,2.5,0,270,0,69.891357421875,18.56689453125
2543,FP205_2543,FloorPlan205,-1.5,0.9011254906654358,2.5,0,315,0,69.1558837890625,13.0218505859375
2544,FP205_2544,FloorPlan205,-4.0,0.9011254906654358,3.0,0,0,0,95.3582763671875,3.369140625
2545,FP205_2545,FloorPlan205,-4.0,0.9011254906654358,3.0,0,45,0,83.9508056640625,3.93524169921875
2546,FP205_2546,FloorPlan205,-4.0,0.9011254906654358,3.0,0,90,0,69.464111328125,15.41290283203125
2547,FP205_2547,FloorPlan205,-4.0,0.9011254906654358,3.0,0,135,0,58.67919921875,23.974609375
2548,FP205_2548,FloorPlan205,-4.0,0.9011254906654358,3.0,0,180,0,69.61822509765625,17.462158203125
2549,FP205_2549,FloorPlan205,-4.0,0.9011254906654358,3.0,0,225,0,82.415771484375,8.953857421875
2550,FP205_2550,FloorPlan205,-4.0,0.9011254906654358,3.0,0,270,0,91.7816162109375,2.69775390625
2551,FP205_2551,FloorPlan205,-4.0,0.9011254906654358,3.0,0,315,0,92.4896240234375,3.15399169921875
2552,FP205_2552,FloorPlan205,-4.5,0.9011254906654358,2.5,0,0,0,87.80364990234375,6.5673828125
2553,FP205_2553,FloorPlan205,-4.5,0.9011254906654358,2.5,0,45,0,74.7039794921875,12.87078857421875
2554,FP205_2554,FloorPlan205,-4.5,0.9011254906654358,2.5,0,90,0,59.13543701171875,22.20611572265625
2555,FP205_2555,FloorPlan205,-4.5,0.9011254906654358,2.5,0,135,0,61.865234375,21.78802490234375
2556,FP205_2556,FloorPlan205,-4.5,0.9011254906654358,2.5,0,180,0,78.18450927734375,12.2222900390625
2557,FP205_2557,FloorPlan205,-4.5,0.9011254906654358,2.5,0,225,0,89.7125244140625,3.73687744140625
2558,FP205_2558,FloorPlan205,-4.5,0.9011254906654358,2.5,0,270,0,98.04229736328125,0.140380859375
2559,FP205_2559,FloorPlan205,-4.5,0.9011254906654358,2.5,0,315,0,94.70672607421875,2.4658203125
2560,FP205_2560,FloorPlan205,-4.5,0.9011254906654358,1.5,0,0,0,78.09906005859375,12.21160888671875
2561,FP205_2561,FloorPlan205,-4.5,0.9011254906654358,1.5,0,45,0,62.2772216796875,21.124267578125
2562,FP205_2562,FloorPlan205,-4.5,0.9011254906654358,1.5,0,90,0,57.87353515625,23.65570068359375
2563,FP205_2563,FloorPlan205,-4.5,0.9011254906654358,1.5,0,135,0,73.71063232421875,14.6484375
2564,FP205_2564,FloorPlan205,-4.5,0.9011254906654358,1.5,0,180,0,87.82196044921875,5.74951171875
2565,FP205_2565,FloorPlan205,-4.5,0.9011254906654358,1.5,0,225,0,95.904541015625,1.98822021484375
2566,FP205_2566,FloorPlan205,-4.5,0.9011254906654358,1.5,0,270,0,98.187255859375,0.140380859375
2567,FP205_2567,FloorPlan205,-4.5,0.9011254906654358,1.5,0,315,0,89.19830322265625,4.1839599609375
2568,FP205_2568,FloorPlan205,-4.0,0.9011254906654358,1.0,0,0,0,70.36285400390625,16.97235107421875
2569,FP205_2569,FloorPlan205,-4.0,0.9011254906654358,1.0,0,45,0,55.62591552734375,22.69744873046875
2570,FP205_2570,FloorPlan205,-4.0,0.9011254906654358,1.0,0,90,0,64.09149169921875,20.513916015625
2571,FP205_2571,FloorPlan205,-4.0,0.9011254906654358,1.0,0,135,0,81.2286376953125,10.00213623046875
2572,FP205_2572,FloorPlan205,-4.0,0.9011254906654358,1.0,0,180,0,92.1722412109375,2.6885986328125
2573,FP205_2573,FloorPlan205,-4.0,0.9011254906654358,1.0,0,225,0,96.0968017578125,2.82135009765625
2574,FP205_2574,FloorPlan205,-4.0,0.9011254906654358,1.0,0,270,0,92.1722412109375,2.74658203125
2575,FP205_2575,FloorPlan205,-4.0,0.9011254906654358,1.0,0,315,0,82.04803466796875,9.442138671875
2576,FP205_2576,FloorPlan205,-3.5,0.9011254906654358,0.5,0,0,0,61.4288330078125,21.923828125
2577,FP205_2577,FloorPlan205,-3.5,0.9011254906654358,0.5,0,45,0,55.78460693359375,22.93243408203125
2578,FP205_2578,FloorPlan205,-3.5,0.9011254906654358,0.5,0,90,0,72.09930419921875,15.2374267578125
2579,FP205_2579,FloorPlan205,-3.5,0.9011254906654358,0.5,0,135,0,88.26141357421875,4.81414794921875
2580,FP205_2580,FloorPlan205,-3.5,0.9011254906654358,0.5,0,180,0,98.2391357421875,0.12359619140625
2581,FP205_2581,FloorPlan205,-3.5,0.9011254906654358,0.5,0,225,0,95.89691162109375,1.9439697265625
2582,FP205_2582,FloorPlan205,-3.5,0.9011254906654358,0.5,0,270,0,87.725830078125,5.76934814453125
2583,FP205_2583,FloorPlan205,-3.5,0.9011254906654358,0.5,0,315,0,73.7091064453125,14.78729248046875
2584,FP205_2584,FloorPlan205,-2.5,0.9011254906654358,0.5,0,0,0,46.37603759765625,21.2554931640625
2585,FP205_2585,FloorPlan205,-2.5,0.9011254906654358,0.5,0,45,0,66.60919189453125,15.67535400390625
2586,FP205_2586,FloorPlan205,-2.5,0.9011254906654358,0.5,0,90,0,82.69195556640625,11.346435546875
2587,FP205_2587,FloorPlan205,-2.5,0.9011254906654358,0.5,0,135,0,90.97442626953125,3.7628173828125
2588,FP205_2588,FloorPlan205,-2.5,0.9011254906654358,0.5,0,180,0,98.089599609375,0.140380859375
2589,FP205_2589,FloorPlan205,-2.5,0.9011254906654358,0.5,0,225,0,89.776611328125,3.67584228515625
2590,FP205_2590,FloorPlan205,-2.5,0.9011254906654358,0.5,0,270,0,78.277587890625,12.13226318359375
2591,FP205_2591,FloorPlan205,-2.5,0.9011254906654358,0.5,0,315,0,65.56243896484375,20.70465087890625
2592,FP205_2592,FloorPlan205,-1.0,0.9011254906654358,2.5,0,0,0,70.806884765625,18.19610595703125
2593,FP205_2593,FloorPlan205,-1.0,0.9011254906654358,2.5,0,45,0,80.1025390625,10.83831787109375
2594,FP205_2594,FloorPlan205,-1.0,0.9011254906654358,2.5,0,90,0,88.83056640625,2.80914306640625
2595,FP205_2595,FloorPlan205,-1.0,0.9011254906654358,2.5,0,135,0,86.12823486328125,8.26568603515625
2596,FP205_2596,FloorPlan205,-1.0,0.9011254906654358,2.5,0,180,0,75.93231201171875,13.1683349609375
2597,FP205_2597,FloorPlan205,-1.0,0.9011254906654358,2.5,0,225,0,62.57781982421875,18.8568115234375
2598,FP205_2598,FloorPlan205,-1.0,0.9011254906654358,2.5,0,270,0,65.35186767578125,18.32733154296875
2599,FP205_2599,FloorPlan205,-1.0,0.9011254906654358,2.5,0,315,0,63.81988525390625,17.7978515625
2600,FP205_2600,FloorPlan205,-1.5,0.9011254906654358,3.0,0,0,0,74.68719482421875,16.3055419921875
2601,FP205_2601,FloorPlan205,-1.5,0.9011254906654358,3.0,0,45,0,75.33416748046875,15.40679931640625
2602,FP205_2602,FloorPlan205,-1.5,0.9011254906654358,3.0,0,90,0,78.24554443359375,7.769775390625
2603,FP205_2603,FloorPlan205,-1.5,0.9011254906654358,3.0,0,135,0,76.50299072265625,13.41094970703125
2604,FP205_2604,FloorPlan205,-1.5,0.9011254906654358,3.0,0,180,0,65.49224853515625,18.65386962890625
2605,FP205_2605,FloorPlan205,-1.5,0.9011254906654358,3.0,0,225,0,63.95721435546875,21.21734619140625
2606,FP205_2606,FloorPlan205,-1.5,0.9011254906654358,3.0,0,270,0,72.8424072265625,13.73443603515625
2607,FP205_2607,FloorPlan205,-1.5,0.9011254906654358,3.0,0,315,0,73.3856201171875,8.64410400390625
2608,FP205_2608,FloorPlan205,-4.5,0.9011254906654358,3.0,0,0,0,91.63055419921875,4.290771484375
2609,FP205_2609,FloorPlan205,-4.5,0.9011254906654358,3.0,0,45,0,83.15277099609375,5.950927734375
2610,FP205_2610,FloorPlan205,-4.5,0.9011254906654358,3.0,0,90,0,66.42303466796875,17.4102783203125
2611,FP205_2611,FloorPlan205,-4.5,0.9011254906654358,3.0,0,135,0,59.8388671875,24.4598388671875
2612,FP205_2612,FloorPlan205,-4.5,0.9011254906654358,3.0,0,180,0,74.139404296875,14.4012451171875
2613,FP205_2613,FloorPlan205,-4.5,0.9011254906654358,3.0,0,225,0,88.1622314453125,4.28009033203125
2614,FP205_2614,FloorPlan205,-4.5,0.9011254906654358,3.0,0,270,0,98.4527587890625,0.140380859375
2615,FP205_2615,FloorPlan205,-4.5,0.9011254906654358,3.0,0,315,0,97.4945068359375,1.2664794921875
2616,FP205_2616,FloorPlan205,-4.5,0.9011254906654358,1.0,0,0,0,73.9715576171875,14.4195556640625
2617,FP205_2617,FloorPlan205,-4.5,0.9011254906654358,1.0,0,45,0,57.18536376953125,23.7396240234375
2618,FP205_2618,FloorPlan205,-4.5,0.9011254906654358,1.0,0,90,0,61.18927001953125,22.137451171875
2619,FP205_2619,FloorPlan205,-4.5,0.9011254906654358,1.0,0,135,0,80.56488037109375,10.22186279296875
2620,FP205_2620,FloorPlan205,-4.5,0.9011254906654358,1.0,0,180,0,93.42193603515625,2.2674560546875
2621,FP205_2621,FloorPlan205,-4.5,0.9011254906654358,1.0,0,225,0,98.41461181640625,1.02691650390625
2622,FP205_2622,FloorPlan205,-4.5,0.9011254906654358,1.0,0,270,0,98.6236572265625,0.140380859375
2623,FP205_2623,FloorPlan205,-4.5,0.9011254906654358,1.0,0,315,0,87.6434326171875,4.6844482421875
2624,FP205_2624,FloorPlan205,-4.0,0.9011254906654358,0.5,0,0,0,66.02630615234375,19.33441162109375
2625,FP205_2625,FloorPlan205,-4.0,0.9011254906654358,0.5,0,45,0,53.99932861328125,24.86419677734375
2626,FP205_2626,FloorPlan205,-4.0,0.9011254906654358,0.5,0,90,0,68.90411376953125,16.986083984375
2627,FP205_2627,FloorPlan205,-4.0,0.9011254906654358,0.5,0,135,0,87.55035400390625,4.95758056640625
2628,FP205_2628,FloorPlan205,-4.0,0.9011254906654358,0.5,0,180,0,98.6419677734375,0.12359619140625
2629,FP205_2629,FloorPlan205,-4.0,0.9011254906654358,0.5,0,225,0,98.382568359375,1.02691650390625
2630,FP205_2630,FloorPlan205,-4.0,0.9011254906654358,0.5,0,270,0,93.40972900390625,2.3162841796875
2631,FP205_2631,FloorPlan205,-4.0,0.9011254906654358,0.5,0,315,0,80.68084716796875,10.1776123046875
2632,FP205_2632,FloorPlan205,-0.5,0.9011254906654358,2.5,0,0,0,72.35565185546875,16.80755615234375
2633,FP205_2633,FloorPlan205,-0.5,0.9011254906654358,2.5,0,45,0,86.92626953125,4.98199462890625
2634,FP205_2634,FloorPlan205,-0.5,0.9011254906654358,2.5,0,90,0,97.6287841796875,0.2838134765625
2635,FP205_2635,FloorPlan205,-0.5,0.9011254906654358,2.5,0,135,0,89.9871826171875,4.00543212890625
2636,FP205_2636,FloorPlan205,-0.5,0.9011254906654358,2.5,0,180,0,80.18951416015625,11.07330322265625
2637,FP205_2637,FloorPlan205,-0.5,0.9011254906654358,2.5,0,225,0,63.70086669921875,19.5220947265625
2638,FP205_2638,FloorPlan205,-0.5,0.9011254906654358,2.5,0,270,0,58.52508544921875,20.05462646484375
2639,FP205_2639,FloorPlan205,-0.5,0.9011254906654358,2.5,0,315,0,61.87744140625,21.11968994140625
2640,FP205_2640,FloorPlan205,-1.0,0.9011254906654358,3.0,0,0,0,72.97821044921875,18.2861328125
2641,FP205_2641,FloorPlan205,-1.0,0.9011254906654358,3.0,0,45,0,80.419921875,10.62774658203125
2642,FP205_2642,FloorPlan205,-1.0,0.9011254906654358,3.0,0,90,0,88.336181640625,2.7069091796875
2643,FP205_2643,FloorPlan205,-1.0,0.9011254906654358,3.0,0,135,0,82.87200927734375,9.747314453125
2644,FP205_2644,FloorPlan205,-1.0,0.9011254906654358,3.0,0,180,0,70.4071044921875,16.3360595703125
2645,FP205_2645,FloorPlan205,-1.0,0.9011254906654358,3.0,0,225,0,60.56365966796875,21.7987060546875
2646,FP205_2646,FloorPlan205,-1.0,0.9011254906654358,3.0,0,270,0,66.351318359375,15.04364013671875
2647,FP205_2647,FloorPlan205,-1.0,0.9011254906654358,3.0,0,315,0,66.53289794921875,14.0289306640625
2648,FP205_2648,FloorPlan205,-1.5,0.9011254906654358,3.5,0,0,0,74.44305419921875,17.3065185546875
2649,FP205_2649,FloorPlan205,-1.5,0.9011254906654358,3.5,0,45,0,75.665283203125,14.73236083984375
2650,FP205_2650,FloorPlan205,-1.5,0.9011254906654358,3.5,0,90,0,78.11126708984375,7.501220703125
